sku;name;quantity;price
7908280771258;SHORT TEC-TEL AMIL 1757;34;42,02
7908280790402;SHORT TEC-TEL AMIL 1792;8;43,47
7909400177578;SHORT TEC-TEL FEM. 20945;1;29,88
7909400213245;SHORT TEC-TEL FEM. 27875;1;39,19
7899183514946;SHORT UAI BRASIL A117;10;79,88
7899183534111;SHORT UAI BRASIL A118;16;94,29
7899183525218;SHORT UAI BRASIL A465;17;59,07
7899183534760;SHORT UAI BRASIL A466;12;63,87
7899183548286;SHORT UAI BRASIL C600;2;47,87
SEM GTIN;SHORT UMBRO 1240;3;21,02
SEM GTIN;SHORT UMBRO 957, 220;1;26,59
7900230162123;SHORT YOUNG 787;11;79,74
SEM GTIN;SHORT/SAIA TORPEDO;1;53,06
7900230169139;SHORTJ. YOUNG SH784;16;105,31
7900096442964;SHORTS SAIA DOCE TRAMA 106439;3;186,04
7900096406102;SHORTS SAIA DOCE TRAMA 106465;3;117,29
7908685618219;SMARTHONER MULTI MINNIE BILINGUE BR2098;3;82,12
7909474778244;SOBRETUDO JUV. LUNENDER 67521;1;79,5
7909246959321;SOBRETUDO LUNENDER 62658;2;125,49
SEM GTIN;SOFA 2 PAROPAS DUBAI 1.88;1;2.402,48
7890372527372;SOFA 2 PAROPAS MONACO 2.50;3;2.794,86
SEM GTIN;SOFA 2 PAROPAS MONACO 2.90;3;3.085,59
SEM GTIN;SOFA 3/2 CHENILE LUFER 3055;5;2.016,08
SEM GTIN;SOFA 3/2 CHENILE LUFER CAETE SUEDE 2084;2;1.662,58
SEM GTIN;SOFA 3/2 CHENILE PAROPAS CLASSIC;3;2.201,24
7890372297268;SOFA 3/2 CHENILE PAROPAS VEGAS EXTRA;2;2.843,81
7890372463076;SOFA 3/2 CHENILE PAROPAS VEGAS TOP;1;3.394,92
SEM GTIN;SOFA 3/2 CHENILE RONDOMOVEIS 5175;3;2.169,90
SEM GTIN;SOFA 3/2 CHENILE RONDOMOVEIS 5220;2;2.130,30
SEM GTIN;SOFA 3/2 CHENILE RONDOMOVEIS 5240;2;2.473,11
SEM GTIN;SOFA CAMA CHENILE RONDOMOVEIS 5509;1;1.534,20
SEM GTIN;SOFA CANTO CHENILE LUFER 2088;1;1.695,00
7890372466022;SOFA CANTO CHENILE PAROPAS VEGAS;1;3.446,59
SEM GTIN;SOFA CANTO CHENILE RONDOMOVEIS 5290;2;2.790,70
7898921701037;SOFA/SECADORZINHO 003, 64;3;3,28
SEM GTIN;SOFAZINHO TCIL TWISTER ;1;196,28
SEM GTIN;SOMBRINHA 10 VARETAS 051;4;38,68
6920897726392;SOMBRINHA COMPRIDA 7168, 3301, 5088;7;43,88
7898907959032;SOMBRINHA COMPRIDA 903, 46023;1;17,78
6920897960994;SOMBRINHA COMPRIDA CLASSE 6099;12;43,88
7908459325442;SOMBRINHA ESTAMPADA LUXO 24342;1;44,21
7898516892768;SOMBRINHA INF. PERSONAGEN ;1;32,05
7896020637783;SOMBRINHA MOR JOY 3778;6;48,72
6940350812226;SOMBRINHA PB JL 3959, 202;16;22,4
6925352210089;SOMBRINHA VOYAGEM L008A;4;38,58
7908106200825;SOMBRINHA XADRES P200, 7163;15;39,9
7899298605720;SOQUETE INTELIGENTE WI-FI EWS E27 EWS400;6;121,03
7898607969102;SOUTIEN/CALCINHA  INF. DELRIO 4988;12;47,76
7897063712017;SPEED VAN RESGATE 1201;3;16,93
7896484171854;STUDIO FASHION CELEBRIDADES CARDOSO 7185;2;80,87
7898469056842;SUETER DOCE TRAMA 100498;1;95,39
7898469560363;SUETER DOCE TRAMA 103403;2;170,64
7900096038754;SUETER DOCE TRAMA 201531;2;219,1
7909400516902;SUETER INF. ML. 19265;2;57,48
7909356614264;SUETER INF. ML. 19266;1;59,38
7909593059170;SUETER JUV. ML. 19265;1;61,84
7909879160392;SUETER ML. 103585;3;173,72
7909879206670;SUETER ML. 107531;2;119,23
7909356614738;SUETER ML. 19270;5;86,76
7909356610792;SUETER ML. 19271;11;91,39
7900007143904;SUETER ML. 90743;10;110,36
7909744537205;SUETER ML. 90745;2;134,12
7900007150919;SUETER ML. 95085;12;110,28
7909744518327;SUETER ML. 95086;12;110,28
7898469054886;SUETER ML. DOCE TRAMA 100496;1;99,03
SEM GTIN;SUETER ML. YOUNG 183;2;100,51
SEM GTIN;SUETER ML. YOUNG 185;1;100,51
SEM GTIN;SUETER ML. YOUNG 190;3;111,7
7909593059323;SUETER R/N ML. 19265;2;53,99
7892888913670;SUNGA ELITE 119317;3;40,28
7892888051341;SUNGA ELITE 119432;1;41,75
7892888954635;SUNGA ELITE 119689;5;46,85
7892888955885;SUNGA ELITE 119692;4;57,27
7892888502317;SUNGA ELITE 129120;15;65,89
7892888872267;SUNGA ELITE 129244;20;72,52
7892888439910;SUNGA ELITE 129287;6;80,59
7892888634797;SUNGA ELITE 19100;1;31,2
7909879121782;SUNGA INF. 101511;6;28,75
7909834976587;SUNGA INF. 101512;1;33,58
7900072508615;SUNGA INF. 122883;2;60,17
7900072508660;SUNGA INF. 122884;2;54,14
7909400745869;SUNGA INF. 33583;1;30,29
7909482801002;SUNGA INF. 53678;1;25,76
7909878173843;SUNGA INF. LUNENDER 45762;2;53,19
7909652679288;SUNGA INF. MARLAN 62875;6;42,1
7899183519187;SUNGA INF. UAI BRASIL A251;6;53,19
7899183518111;SUNGA INF. UAI BRASIL A253;2;53,19
7899183549122;SUNGA INF. UAI BRASIL C119;9;51,07
7909879121737;SUNGA JUV. 101511;15;33,58
7909834976402;SUNGA JUV. 101512;6;38,33
7909263566977;SUNGA JUV. 2818;1;40,63
7909548434601;SUNGA JUV. 57482;1;34,44
SEM GTIN;SUNGA JUV. ELITE 119589;6;48,62
7892888211684;SUNGA JUV. ELITE 119590;2;37,15
7909878174079;SUNGA JUV. LUNENDER 45761;1;60,6
7909878173867;SUNGA JUV. LUNENDER 45762;1;60,6
7899183519989;SUNGA JUV. UAI BRASIL A336;1;60,6
7899183519910;SUNGA JUV. UAI BRASIL A337;6;60,6
7899183542765;SUNGA JUV. UAI BRASIL C213;6;60,67
7909652679264;SUNGA R/N MARLAN 62875;5;40,34
7891290934044;SUNGA SELENE 30060;6;44,97
7891290060156;SUNGA SELENE 30090;4;39,3
7891290060187;SUNGA SELENE 30091;6;44,61
7899183516308;SUNGA UAI BRASIL A276;9;68,01
7899183518067;SUNGA UAI BRASIL A278;4;68,01
7899183519965;SUNGA UAI BRASIL A280;4;68,01
7899183525621;SUNGA UAI BRASIL B508;6;79,88
7899183402984;SUNGA UAI BRASIL B86;5;86,52
7899183556045;SUNGA UAI BRASIL C 501;4;79,88
SEM GTIN;SUNGA UMBRO 1341;3;29,27
7899838816135;SUP. MULTILASER GUIDAO P/ CELULAR BIO95;1;60,14
SEM GTIN;SUP. P/ FORNO MABRI ;2;161,4
7908414405806;SUP. P/ NOTEBOOK MULTILASER AC376;2;82,19
7898378709983;SUP. P/ TV 14/100 ELG 88;26;17,5
9788536824819;SUPER COLOR PACK 12481,18105;3;52,02
7898952421171;SUPER FERRAMENTAS MARAL 15 PCS 2017;2;80,39
7898693210140;SUPER KIT BEACH TOYS 8 PCS 124;1;22,89
7898952421546;SUPER MBRICKS MARAL 62 PCS 4054;4;99,02
7898639381262;SUPER PLAYGROUND LITLE DOLLS 8126;1;140,67
6920250214108;SUQUEIRA GLASS WARE SW0464;2;160,45
6920240317925;SUQUEIRA GLASS WARE SW092;1;111,5
6920231227257;SUQUEIRA QUALITY CLASSWARE 202425;1;199,24
7909548367985;SUTIEN 090;5;55,57
7909263186441;SUTIEN 099;7;75,12
7909482705560;SUTIEN 54143;2;43,79
7909706609100;SUTIEN 90632;9;73,09
7909810279732;SUTIEN 90768;7;62
7909810465043;SUTIEN 95170;1;109,43
7908055465801;SUTIEN DELRIO 400323;5;66,88
7898511091166;SUTIEN DELRIO 40040;2;62,12
7908789929075;SUTIEN DELRIO 401524;8;81,19
7908789929242;SUTIEN DELRIO 401624;6;109,62
7908789930354;SUTIEN DELRIO 402524;10;88,64
7898511131039;SUTIEN DELRIO 40256;2;63,76
7898511028179;SUTIEN DELRIO 40262;1;63,26
7898511154199;SUTIEN DELRIO 40519;1;49
7908055412607;SUTIEN DELRIO 40614;5;48,41
7898511174746;SUTIEN DELRIO 40651;5;83,64
7899140537339;SUTIEN DELRIO 40705;5;69,57
78986079419243;SUTIEN DELRIO 40865;2;57,63
7898511022597;SUTIEN DELRIO 40911;2;50,06
7908055461315;SUTIEN DELRIO 40957;5;86,97
7908055407993;SUTIEN DELRIO 420319;7;59,74
7908055464941;SUTIEN DELRIO 420523;22;75,67
7908055445155;SUTIEN DELRIO 421122;10;95,55
7898511103838;SUTIEN DELRIO 42153;1;23,43
7898511151617;SUTIEN DELRIO 42515;1;49,72
7898511161418;SUTIEN DELRIO 42573;1;57,33
7898511125038;SUTIEN DELRIO 42607;23;71,5
7908055412676;SUTIEN DELRIO 42614;4;58,84
7899140515658;SUTIEN DELRIO 42620;6;67,25
7899140580007;SUTIEN DELRIO 42908;1;53,11
7899140586320;SUTIEN DELRIO 42911;5;87,59
7908055403728;SUTIEN DELRIO 42949;5;39,47
7898511007488;SUTIEN DELRIO 45160;1;22,87
7899140515665;SUTIEN DELRIO 45252;1;51,21
7898511127582;SUTIEN DELRIO 45457;18;87,81
7898511027301;SUTIEN DELRIO P/ AMAMENT. 40002;12;60,15
7908055485953;SUTIEN DELRIO P/ AMAMENT. 4006;12;75,17
7898511023402;SUTIEN DELRIO P/ AMAMENT. 40251;23;77,05
7898607942648;SUTIEN DELRIO P/ AMAMENT. 40866;1;59,22
302000106035;SUTIEN DIHARAS 30200;3;41,87
7891364390486;SUTIEN DULOREN 111195;4;56,04
7891364258854;SUTIEN DULOREN 111214;3;81,86
7891364784599;SUTIEN DULOREN 111219;7;61,99
7891364844873;SUTIEN DULOREN 111301;1;92,23
7891364678706;SUTIEN DULOREN 111745;2;72,35
7891364780584;SUTIEN DULOREN 111746;1;95,94
7891364782625;SUTIEN DULOREN 111747;5;66,12
7891364679888;SUTIEN DULOREN 111751;13;117,81
7891364783257;SUTIEN DULOREN 111756;2;56,69
7891364681560;SUTIEN DULOREN 111759;2;67,02
7891364698193;SUTIEN DULOREN 121226;3;65,77
7891364698209;SUTIEN DULOREN 121293;6;81,3
7891364721587;SUTIEN DULOREN 121295;2;56,89
7891364044938;SUTIEN DULOREN 121500;2;38,95
7891364613493;SUTIEN DULOREN 121503, 131116;1;12,59
7891364679574;SUTIEN DULOREN 121548;2;63,65
7891364085467;SUTIEN DULOREN 121588;9;54,27
7891364658463;SUTIEN DULOREN 121836;4;68,72
7891364857125;SUTIEN DULOREN 121913;2;57,02
7891364886118;SUTIEN DULOREN 121930;1;61,33
7891364916419;SUTIEN DULOREN 121934;9;82,3
7891364877963;SUTIEN DULOREN 121938;2;64,8
7891364775320;SUTIEN DULOREN 121940;2;70,18
7891364831453;SUTIEN DULOREN 121963;5;45,02
7891364803481;SUTIEN DULOREN 131204;2;93,72
7891364804655;SUTIEN DULOREN 131205;3;73,18
7891364850010;SUTIEN DULOREN 221190;7;61,19
7891364923738;SUTIEN DULOREN 221271;3;67,18
7891364437037;SUTIEN DULOREN 731028;4;49,26
7891364473684;SUTIEN DULOREN 731207;1;24,83
7891364585295;SUTIEN DULOREN 731284;2;10,73
7891364559388;SUTIEN DULOREN 831003;7;104,18
7891364789136;SUTIEN DULOREN 831232;10;76,97
7891364801807;SUTIEN DULOREN 831234;15;68,23
SEM GTIN;SUTIEN I. GARCIA 139, 186;1;9,47
SEM GTIN;SUTIEN I. GARCIA 209;1;8,46
7898545562656;SUTIEN I. GARCIA 214, 264;1;8,41
SEM GTIN;SUTIEN I. GARCIA 304;1;7,21
32073;SUTIEN I. SEDUCAO 002;2;32,36
34372;SUTIEN I. SEDUCAO 013;1;35,94
SEM GTIN;SUTIEN I. SEDUCAO 014;4;40,07
32018;SUTIEN I. SEDUCAO 017;2;32,36
31649;SUTIEN I. SEDUCAO 024;2;37,2
32013;SUTIEN I. SEDUCAO 054;1;11,32
32204;SUTIEN I. SEDUCAO 086;3;26,29
32167;SUTIEN I. SEDUCAO 203;6;17,09
31988;SUTIEN I. SEDUCAO 224;6;44,98
SEM GTIN;SUTIEN I. SEDUCAO 252;1;29,8
34301;SUTIEN I. SEDUCAO 261;1;28,53
SEM GTIN;SUTIEN I. SEDUCAO 274;1;35,73
SEM GTIN;SUTIEN I. SEDUCAO 304;1;35,65
34986;SUTIEN I. SEDUCAO 306;4;62,08
SEM GTIN;SUTIEN I. SEDUCAO 308;1;36,44
35075;SUTIEN I. SEDUCAO 309;1;38,27
36038;SUTIEN I. SEDUCAO 350;4;59,36
SEM GTIN;SUTIEN I. SEDUCAO 361;2;46,6
SEM GTIN;SUTIEN I. SEDUCAO 368;1;28,39
31713;SUTIEN I. SEDUCAO 369;1;44,65
38531;SUTIEN I. SEDUCAO 410;2;45,66
7898607056239;SUTIEN INF. DELRIO 40680;2;27,56
7898607988950;SUTIEN INF. DELRIO 4093;4;31,14
7898511137291;SUTIEN INF. DELRIO 45482;1;21,26
7891290709901;SUTIEN INF. SELENE S/COSTURA 20600;23;19,21
7895767494796;SUTIEN INTIMUS 21253;1;59,92
34706;SUTIEN JUV. I. SEDUCAO 212;3;32,83
34329;SUTIEN JUV. I. SEDUCAO 216;6;35,64
SEM GTIN;SUTIEN JUV. I. SEDUCAO 217;1;23,43
7899929269789;SUTIEN LIEBE 103006;13;74,22
7899929017793;SUTIEN LIEBE 103008;22;72,07
7899929017939;SUTIEN LIEBE 103009;45;49,43
7899929032680;SUTIEN LIEBE 103102;10;49,43
7899929131444;SUTIEN LIEBE 103204;20;47,11
7899929029758;SUTIEN LIEBE 123007;9;93,07
7899929031010;SUTIEN LIEBE 123009;16;101,27
7899929061758;SUTIEN LIEBE 123013;5;76,54
7899929132199;SUTIEN LIEBE 123405;2;82,86
7899929030839;SUTIEN LIEBE 123603;5;124,15
7899973114431;SUTIEN LIEBE 203300;11;68,6
7899929129380;SUTIEN LIEBE 303409;12;83,17
7899929075298;SUTIEN LIEBE 406604;6;199,87
7899835483729;SUTIEN LIEBE 411001;12;64,63
7899929260502;SUTIEN LIEBE 503001;15;53,15
7899929128406;SUTIEN LIEBE 503029;7;67,63
7899929186536;SUTIEN LIEBE 503043;6;76,02
7899929159592;SUTIEN LIEBE 503141;9;77,68
7899929247862;SUTIEN LIEBE 503303;9;63,47
7899929146462;SUTIEN LIEBE 503438;2;73,86
7899973127516;SUTIEN LIEBE 503810;5;64,11
7899929144857;SUTIEN LIEBE 603169;7;75,63
7899929142983;SUTIEN LIEBE 603171;5;73,86
7899929002782;SUTIEN LIEBE 703008;13;114,89
7899929103021;SUTIEN LIEBE 703010;6;84,13
7899929150896;SUTIEN LIEBE 703013;2;75,58
7899929168877;SUTIEN LIEBE 703015;12;90,9
7899929122725;SUTIEN LIEBE 703307;4;53,46
7899929171105;SUTIEN LIEBE 703314;18;62,8
7899929139600;SUTIEN LIEBE 703404;16;64,64
7899929288421;SUTIEN LIEBE P/ AMAMENT. 413400;13;89,76
7909392182314;SUTIEN LUPO 41027;1;60,21
7891186964421;SUTIEN LUPO 41028;5;61,68
7891186651499;SUTIEN LUPO 41100;8;30,92
7909392239391;SUTIEN LUPO 41116;4;66,68
7909392965115;SUTIEN LUPO 41216;6;84,96
SEM GTIN;SUTIEN NADADOR SELENE 20310;4;29,16
7909706609995;SUTIEN P/ AMAMENT. 90634;2;90,44
7891290881942;SUTIEN SELENE C/BOJO 21100;23;56,24
7891290597119;SUTIEN SELENE S/ COSTURA 20300;2;25,89
7891290912127;SUTIEN SELENE S/ COSTURA 20340;9;44,81
7891290671314;SUTIEN SELENE S/ COSTURA 20500;8;48,7
7891290882512;SUTIEN SELENE S/ COSTURA 27120;3;60,05
7896484120142;SWEET FANTASY GELA SORVETE CARDOSO 2014;2;141,95
7896484120159;SWEET FANTASY GELADEIRA SONHO 2015;1;92,07
7908414465060;SWITCH MULTILASER 5 PORT. RE605;1;117,89
7898664632278;TA NA HORA CALESITA 860;8;47,74
7908685679661;TABLET MULTILASER AVENGERS NB417;1;684,83
270122080900242;TABLET MULTILASER GALINHA PINT. NB373;2;657,16
7908685679593;TABLET MULTILASER KID PAD NB410;2;654,63
7908685679609;TABLET MULTILASER KID PAD NB411;3;673,48
7908685679616;TABLET MULTILASER KID PAD NB412;2;627,95
7908685680094;TABLET MULTILASER KID PAD NB425;1;1.091,13
7908685679623;TABLET MULTILASER MICKEY NB413;1;699,7
7908685679708;TABLET MULTILASER PATRULHA NB421;1;598
7898622000316;TABUA DE CARNE MADLAR 062;2;81,92
7896020633815;TABUA DE VIDRO REDONDA MOR 3381;2;28,69
7899790260984;TACA + AVENTAL MELHOR PAI DO MUNDO 12025;2;53,43
7899790240375;TACA + AVENTAL SUPER CHEF 10384;3;61,69
7908486114514;TACA ALASKA SORVETE 15729;1;22,09
7899790239676;TACA DUBLIN TIMAES 10199, 10363, 10362;2;27,14
7899790245592;TACA DUBLIN TIMAES 10870, 10868, 10871;4;30,83
6269711004057;TACA KAVEH DALLAS C150-56;2;50,46
7891155010173;TACA NADIR PAULISTA SORVETE 7204030;3;31,93
7899790261011;TACA PAI AMOR ETERNO 12028;1;27,46
7899790249996;TACA SUPER VOVO 11316;1;27,46
7899790240450;TACA VINHO PARCERIA E FORTE 10392;1;27,46
7899790235388;TACA VINHO RECEITA VIDA FELIZ 5827;2;29,28
7899790245363;TACA VINHO VIDA VAI FICANDO BOA 10851;1;29,29
7899790226386;TACA WINDSOR AMIZDE 2595;1;27,46
7899790246797;TACA WINDSOR FAMILIA VOVO;2;28,38
7899790216271;TACA WINDSOR FLAMENGO 1551;1;30,17
7899790235449;TACA WINDSOR FUTEBOL E CERVEJA 5834;1;22,61
7899790229257;TACA WINDSOR MAR CALMO 2821;2;27,46
7899790226577;TACA WINDSOR MELHOR UM BEBEDO 2613;2;22,61
7899790240467;TACA WINDSOR MEU AMOR DIA 10393;1;27,75
7899790235432;TACA WINDSOR NUNCA FIZ AMIGOS BEBEN 5833;1;27,46
7899790235425;TACA WINDSOR VOCE NAO E CERVEJA 5832;1;27,46
7899790279009;TACA WINDSOR VOVO MEU AMOR 13996;1;27,75
2000006579799;TAMANCO ANDACCO 16100;2;129,95
7909937423919;TAMANCO AZALEIA 18867;2;83,06
7909937618483;TAMANCO AZALEIA 18908;11;73,83
7909937957841;TAMANCO AZALEIA 19112;14;83,08
7900204568395;TAMANCO AZALEIA 19234;8;97,9
7909806803507;TAMANCO AZALEIA CAROL 18759;3;51,24
7900204387132;TAMANCO AZALEIA FERNANDA 19184;5;83,08
7899363157390;TAMANCO BEBECE T4038-434;8;169,87
7899363199796;TAMANCO BEBECE T5031-339;11;143,02
7909694129529;TAMANCO BEIRA RIO 15745;3;78,19
7909823890030;TAMANCO BEIRA RIO 15745;2;77,99
7909694108999;TAMANCO BEIRA RIO 29452;2;76,69
7909823658371;TAMANCO BEIRA RIO 8435.211;1;62,59
7909671518308;TAMANCO BEIRA RIO CAMEL 74034;1;52,81
7909671515789;TAMANCO BEIRA RIO PRETO 8384;2;57,24
7909671343283;TAMANCO BEIRA RIO PRETO 8387.501;1;67,6
7894929567460;TAMANCO DIJEAN 256/364;3;40,91
7909785172755;TAMANCO DIJEAN 286;3;52,46
7909785089237;TAMANCO DIJEAN 291;14;44,85
7909785356551;TAMANCO DIJEAN 49018;2;79,14
7909785141263;TAMANCO DIJEAN 700;11;75,42
7898694625912;TAMANCO FORMILITE SUNNY AFFINITY 1228;1;71,23
7898694626445;TAMANCO FORMILITE SUNNY IN LINE 1255;1;56,95
7898694621372;TAMANCO FORMILITE SUNNY SLIDE 294;1;49,98
7909510522466;TAMANCO GRENDENE ZAXY 18063;6;83,06
7909937540333;TAMANCO GRENDENE ZAXY GLITTER 18956;5;83,06
7909937579210;TAMANCO GRENDENE ZAXY GLITTER 19008;18;83,07
7900204078764;TAMANCO GRENDENE ZAXY HOLD 19069;4;97,19
7900190000350;TAMANCO INF. MOLEKINHA 2157.1093;4;58,74
7909823068491;TAMANCO INF. MOLEKINHA 2157.854;1;58,58
7900067943186;TAMANCO INF. MOLEKINHA 2352.107;7;74,45
7900245212912;TAMANCO MOLECA 101133;3;79,72
7900245560129;TAMANCO MOLECA 101321;4;71,68
7909823953810;TAMANCO MOLECA 15745;5;58,74
7909823613967;TAMANCO MOLECA 23804;2;64,73
7900015490472;TAMANCO MOLECA 5297-456;1;72,86
7900067529663;TAMANCO MOLECA 5297.446;9;76,42
7909800403178;TAMANCO MOLECA 5419.336;9;57,46
7900015538273;TAMANCO MOLECA 5429-429;5;64,99
7900015538372;TAMANCO MOLECA 5429-443;1;70,13
7900294858567;TAMANCO MOLECA 5557.103;6;60,27
7900350536804;TAMANCO MOLECA 5557.108;8;93,3
7900350597317;TAMANCO MOLECA 5559.101;11;76,42
7900350594361;TAMANCO MOLECA 5559.102;8;84,32
7900350509525;TAMANCO MOLECA 5559.103;10;93,3
7909914120411;TAMANCO MOLECA 5881;2;62,35
7890763720856;TAMANCO PICCADILLY 2309002;3;136,56
7909870685061;TAMANCO PICCADILLY 238003;10;71,56
7909870019224;TAMANCO PICCADILLY 239002;6;136,56
7909870111430;TAMANCO PICCADILLY 239019;5;121,74
7900237121482;TAMANCO PICCADILLY 418092;4;130,84
7891790549236;TAMANCO PICCADILLY 500312;1;74,99
7890763765840;TAMANCO PICCADILLY 500352;2;93,76
7909870414753;TAMANCO PICCADILLY 508054;11;115,19
7909870565707;TAMANCO PICCADILLY 543080;9;172,83
7900237053004;TAMANCO PICCADILLY 566076;2;152,25
7890763334725;TAMANCO PICCADILLY 568054;1;169,61
7900237023342;TAMANCO PICCADILLY 568079;10;195,07
7890763320193;TAMANCO PICCADILLY 571009;4;115,16
7890763787446;TAMANCO PICCADILLY 572017;4;107,75
7909671116993;TAMANCO VIZZANO 1220.315;1;111,78
7909823960290;TAMANCO VIZZANO 1220.317;1;111,78
7909766438641;TAMANCO VIZZANO 42,86;1;83,7
7909694763761;TAMANCO VIZZANO 61372;2;86,27
7909694469021;TAMANCO VIZZANO 6235. 1151;1;69,74
7909694656421;TAMANCO VIZZANO 6235. 1159;2;69,74
7909593834067;TANGA 034;3;18,65
7891364875921;TANGA DELRIO 139206;10;51,11
7899140531511;TANGA DELRIO 51514;1;20,61
7908055460080;TANGA DELRIO 51604;10;33,82
7898511124406;TANGA DELRIO 51607;8;28,75
7899140537506;TANGA DELRIO 51705;18;30,54
7898607943461;TANGA DELRIO 51868;1;27,83
7898607970535;TANGA DELRIO 51950;1;22,64
7898511105726;TANGA DELRIO C/2 52169;1;27,7
7899140563727;TANGA DELRIO C/3  51806, 51364;19;56,6
7891364874306;TANGA DULOREN 12921;3;34,64
7891364877734;TANGA DULOREN 837311;3;39,33
7891364890306;TANGA DULOREN 837315;6;41,45
7898545539641;TANGA I. GARCIA 237;2;14,34
SEM GTIN;TANGA I. SEDUCAO 015;1;20,15
SEM GTIN;TANGA I. SEDUCAO 031;2;16,91
SEM GTIN;TANGA I. SEDUCAO 035;1;19,84
SEM GTIN;TANGA I. SEDUCAO 038;2;21,4
SEM GTIN;TANGA I. SEDUCAO 040;9;18,99
33609;TANGA I. SEDUCAO 063;2;14,4
32755;TANGA I. SEDUCAO 067, 028;1;24,8
;TANGA I. SEDUCAO 139;1;9,51
34279;TANGA I. SEDUCAO 211;8;14,08
34286;TANGA I. SEDUCAO 221;4;17,74
34447;TANGA I. SEDUCAO 225;4;17,98
34699;TANGA I. SEDUCAO 243;2;13,84
SEM GTIN;TANGA I. SEDUCAO 257;1;20,77
SEM GTIN;TANGA I. SEDUCAO 265;1;20,06
SEM GTIN;TANGA I. SEDUCAO 316;2;19,45
SEM GTIN;TANGA I. SEDUCAO 331;1;11,51
SEM GTIN;TANGA I. SEDUCAO 351;6;23,19
SEM GTIN;TANGA I. SEDUCAO 362;3;18,52
SEM GTIN;TANGA I. SEDUCAO 367;2;23,19
SEM GTIN;TANGA I. SEDUCAO 378;2;16,95
SEM GTIN;TANGA I. SEDUCAO 412;1;19,38
34367;TANGA INF. I. SEDUCAO 094;6;12,69
7895767547386;TANGA INTIMUS 20382;1;39,52
7895767545634;TANGA INTIMUS 20392;1;48,77
7895767000379;TANGA INTIMUS 20397;2;36,54
7899929056334;TANGA LIEBE 301302;2;41,67
SEM GTIN;TANGA TAYRONE TY35;3;43,04
7898125112646;TAP. AMARELINHA PATRULHA CANINA 12224;2;81,54
7898125112790;TAP. AMARELINHA SHOW DA LUNA 279;4;102,53
7899455910018;TAP. AMARELINHA SPIDEMAN 3001;4;104,81
7909782000013;TAP. BENE CASA OVAL 40/60;4;18,83
7908543694836;TAP. CAPACHO BEM VINDO 1011;4;14,57
7908543694843;TAP. CAPACHO ESTAMPADO 1011;11;24,36
7898125113810;TAP. DECORATIVO PRINCESAS 381;4;104,81
4894457176991;TAP. EM EVA LETRAS NUMEROS 17699;6;28,7
7898230046683;TAP. JUNIOR BANHEIRO PLASTICO 35/65;1;13,52
7898230041725;TAP. JUNIOR BEM VINDO 33/60 1725;5;47,86
7898230046676;TAP. JUNIOR BEM VINDO 40/60;8;16,57
7908106524983;TAP. JUNIOR CAPACHO 40/60 4983;4;43,17
7898230044184;TAP. JUNIOR PRACINHA 43/120;1;24,39
7908106526970;TAP. JUNIOR PREMIIUM FLANEL 38/58;1;22,84
7908106514090;TAP. JUNIOR SISAL 40/60;8;23,19
7898230040780;TAP. JUNIOR TRANSFER 40/60;6;19,16
7898230040971;TAP. JUNIOR TRANSFER 40/90;3;31,85
7908106517916;TAP. JUNIOR TRILHO 40/120 1421;8;53,25
7891709190801;TAP. REMIX POPCORN CAMESA 58/38 ;29;17,32
7896200707817;TAPA NA MESA TURMA DA MONICA 781;1;85,62
7908414408241;TECL. MULTILASER COMBO GAMER TC269;2;100,26
7898458703184;TECL. MULTILASER TC065;1;34,66
7898506478989;TECL. MULTILASER TC193;2;29,03
7892023239979;TECLADO MUSICAL 23997;2;31,29
7908214739491;TECLADO MUSICAL FU3337;3;76,18
7897753698140;TELA EURO PROTETORA P/ ALIMENTOS 8140;8;24,25
7892597354832;TELEF. CELULAR MOTOROLA MOTO G15 256 4R;1;1.204,89
7908414466968;TELEF. CELULAR MULTILASER G PRO3 P9179;2;1.077,66
SEM GTIN;TELEF. CELULAR SAMSUNG GALAXY A07 128;2;1.155,21
7899632519980;TELEF. MUSICAL SAPO VACA CP1713;1;31,11
7896637678483;TELEF. S/ FIO INTELBRAS T 2510;5;135,37
7896637684866;TELEF. S/ FIO INTELBRAS TS 3110;1;148,45
;TELTALUGA CARDOSO 3007;5;36,14
7908351052903;TENIS B. FREE 1.410;4;92,21
7908351075995;TENIS B. FREE 1.630;1;127,7
7908351092299;TENIS B. FREE 1920;2;114,97
7899730893852;TENIS B. FREE 21.300;3;130,26
7908718218607;TENIS B. FREE 2220;13;114,97
7908718219376;TENIS B. FREE 2330;8;122,16
7908848464851;TENIS B. FREE 2860;32;163,27
7908351045752;TENIS B. FREE 54600;1;90,37
7908718242411;TENIS B. FREE T2195.110;1;137,93
7908351062698;TENIS B. FREE V1465;1;124,12
7908848421526;TENIS B. FREE V2265;4;147,41
7908718240912;TENIS B. FREE V2895;23;108,56
7908718247553;TENIS B. FREE V3005;2;137,93
7908848421861;TENIS B. FREE V3225;3;147,41
7908848409012;TENIS B. FREE V3285;2;131,88
7908848428655;TENIS B. FREE V3525;7;124,11
7908848463496;TENIS B. FREE V4065;10;171,04
7908848460754;TENIS B. FREE V4275;24;163,27
7908848467418;TENIS B. FREE V4525;12;163,27
7908848463656;TENIS B. FRRE V4235;11;163,27
7893835597523;TENIS BEBECE T1344-469;6;130,05
